qid,label,description,image_url,artist_name,artist_qid,artist_gender,birth_year,death_year,nationality,inventory,collection,location,inception,genre,depicts,material,height_cm,width_cm,local_filename,image_local_path,commons_file_title,commons_artist,commons_license,commons_license_url,commons_attribution,commons_credit,commons_usage_terms,image_width,image_height,image_mime,image_sha1
Q119033440,Study of Clouds,,http://commons.wikimedia.org/wiki/Special:FilePath/Constable%20-%20Study%20of%20Clouds%2C%20c.1821%2C%20VA.1974.0004.jpg,John Constable,Q159297,male,,,,VA.1974.0004,Herbert Art Gallery and Museum,Herbert Art Gallery and Museum,1821,,,paper,11.5,23,M_215_John_Constable_Study_of_Clouds_1821.jpg,male_paintings\M_215_John_Constable_Study_of_Clouds_1821.jpg,"File:Constable - Study of Clouds, c.1821, VA.1974.0004.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:John_Constable"" class=""extiw"" title=""w:en:John Constable""><span title=""English painter (1776-1837)"">John Constable</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""https://artuk.org/discover/artworks/study-of-clouds-55275/"">https://artuk.org/discover/artworks/study-of-clouds-55275/</a>",Public domain,1000,498,image/jpeg,7c08eff92679bba9755794babe884393cca20fe3
Q112639385,Mrs. Juliet Kahlenkamp,,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20F.%20B.%20Morse%20-%20Mrs.%20Juliet%20Kahlenkamp%20-%201947.23%20-%20New%20Britain%20Museum%20of%20American%20Art.jpg,Samuel Finley Breese Morse,Q75698,male,,,,1947.23,New Britain Museum of American Art,New Britain Museum of American Art,1829,,,oil paint,,,M_216_Samuel_Finley_Breese_Morse_Mrs_Juliet_Kahlenkamp_1829.jpg,male_paintings\M_216_Samuel_Finley_Breese_Morse_Mrs_Juliet_Kahlenkamp_1829.jpg,File:Samuel F. B. Morse - Mrs. Juliet Kahlenkamp - 1947.23 - New Britain Museum of American Art.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Samuel_Morse"" class=""extiw"" title=""w:en:Samuel Morse""><span title=""American inventor and painter (1791–1872)"">Samuel Finley Breese Morse</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://ink.nbmaa.org/objects/206/mrs-juliet-kahlenkamp"">New Britain Museum of American Art</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,662,800,image/jpeg,0044a90796007376f91f22481b6051fdac5850be
Q131824791,Das Festinjagen (Dianenfest) bei Bebenhausen 1812,,http://commons.wikimedia.org/wiki/Special:FilePath/Bebenhausen%20Dianenfest%201813%20od%2014.jpg,Johann Baptist Seele,Q55617,male,,,,,Schloss Bebenhausen,,,,,oil paint,,,M_217_Johann_Baptist_Seele_Das_Festinjagen_Dianenfest_bei_Bebenhausen_1812_undated.jpg,male_paintings\M_217_Johann_Baptist_Seele_Das_Festinjagen_Dianenfest_bei_Bebenhausen_1812_undated.jpg,File:Bebenhausen Dianenfest 1813 od 14.jpg,"<bdi><a href=""https://www.wikidata.org/wiki/Q55617"" class=""extiw"" title=""d:Q55617""><span title=""German painter (1774-1814)"">Johann Baptist Seele</span></a></bdi>",Public domain,,,"<i>Baden und Württemberg im Zeitalter Napoleons</i>, Band 1.2, Stuttgart 1987, <span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/ISBN"" class=""extiw"" title=""en:ISBN""><span lang=""en"" dir=""ltr"">ISBN</span></a></span> <a href=""//commons.wikimedia.org/wiki/Special:BookSources/3-922608-44-2"" title=""Special:BookSources/3-922608-44-2"">3-922608-44-2</a>, S. 977",Public domain,1852,1334,image/jpeg,3af276f8933208c3d14f035a9e8398396d58dc75
Q1751408,Madonna and Child enthroned with Saints and Angels,,http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Pala%20di%20San%20Giobbe%20by%20Giovanni%20Bellini.jpg,Giovanni Bellini,Q17169,male,,,,38,Gallerie dell'Accademia,Gallerie dell'Accademia,1487,religious art,,oil paint,258,471,M_218_Giovanni_Bellini_Madonna_and_Child_enthroned_with_Saints_and_Angels_1487.jpg,male_paintings\M_218_Giovanni_Bellini_Madonna_and_Child_enthroned_with_Saints_and_Angels_1487.jpg,File:Accademia - Pala di San Giobbe by Giovanni Bellini.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Archaeodontosaurus"" title=""User:Archaeodontosaurus"">Didier Descouens</a>",Public domain,,,"<span class=""int-own-work"" lang=""en"">Own work</span>",Public domain,2048,3511,image/jpeg,edf34a19ff004439a42c295316392c5c3dd9dfcd
Q29914943,Der barmherzige Samariter pflegt den Verletzten (nach),,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Aldegrever%20%28nach%29%20-%20Der%20barmherzige%20Samariter%20pflegt%20den%20Verletzten%20-%20710%20-%20Bavarian%20State%20Painting%20Collections.jpg,Heinrich Aldegrever,Q62514,male,,,,710,Bavarian State Painting Collections,Alte Pinakothek,1531,religious art,,,9.3,13.7,M_219_Heinrich_Aldegrever_Der_barmherzige_Samariter_pflegt_den_Verletzten_nach_1531.jpg,male_paintings\M_219_Heinrich_Aldegrever_Der_barmherzige_Samariter_pflegt_den_Verletzten_nach_1531.jpg,File:Heinrich Aldegrever (nach) - Der barmherzige Samariter pflegt den Verletzten - 710 - Bavarian State Painting Collections.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Heinrich_Aldegrever"" class=""extiw"" title=""w:en:Heinrich Aldegrever""><span title=""German painter and engraver"">Heinrich Aldegrever</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""https://www.sammlung.pinakothek.de/en/bookmark/artwork/A9xlV3AGWv"">https://www.sammlung.pinakothek.de/en/bookmark/artwork/A9xlV3AGWv</a>",Public domain,715,486,image/jpeg,54fab3e90636356c1bd525f68a05e2ec9382f58b
Q131613681,In Front of Noah's Ark (Dresden),,http://commons.wikimedia.org/wiki/Special:FilePath/Dresden%2C%20Gem%C3%A4ldegalerie%20Alte%20Meister%2C%20Giovanni%20Benedetto%20Castiglione%2C%20vor%20der%20Arche%20Noah.jpg,Giovanni Benedetto Castiglione,Q40823,male,,,,Gal.-Nr. 659,Gemäldegalerie Alte Meister,Gemäldegalerie Alte Meister,,,,,,,M_220_Giovanni_Benedetto_Castiglione_In_Front_of_Noahs_Ark_Dresden_undated.jpg,male_paintings\M_220_Giovanni_Benedetto_Castiglione_In_Front_of_Noahs_Ark_Dresden_undated.jpg,"File:Dresden, Gemäldegalerie Alte Meister, Giovanni Benedetto Castiglione, vor der Arche Noah.jpg","<a href=""//commons.wikimedia.org/w/index.php?title=User:Dguendel&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Dguendel (page does not exist)"">Dguendel</a>",CC BY 4.0,https://creativecommons.org/licenses/by/4.0,,"<span class=""int-own-work"" lang=""en"">Own work</span>",Creative Commons Attribution 4.0,2048,1564,image/jpeg,46b415cceab5c7cd5606739518a5c2764630e16b
Q119025904,"Mary Stephens Wells, née Davies (1762–1829), as Mrs Page (from 'The Merry Wives of Windsor')",,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Hamilton%20%281751-1801%29%20-%20Mary%20Stephens%20Wells%2C%20n%C3%A9e%20Davies%20%281762%E2%80%931829%29%2C%20as%20Mrs%20Page%20%28from%20%27The%20Merry%20Wives%20of%20Windsor%27%29%20-%20STRPG-A%2C%201993.219%20-%20Royal%20Shakespeare%20Theatre.jpg,William Hamilton,Q15472,male,,,,STRPG:A: 1993.219,Royal Shakespeare Theatre,Royal Shakespeare Theatre,,portrait,,oil paint,239,148.8,M_221_William_Hamilton_Mary_Stephens_Wells_née_Davies_17621829_as_Mrs_Page_from_The_Merry_Wives_of_Windsor_undated.jpg,male_paintings\M_221_William_Hamilton_Mary_Stephens_Wells_née_Davies_17621829_as_Mrs_Page_from_The_Merry_Wives_of_Windsor_undated.jpg,"File:William Hamilton (1751-1801) - Mary Stephens Wells, née Davies (1762–1829), as Mrs Page (from 'The Merry Wives of Windsor') - STRPG-A, 1993.219 - Royal Shakespeare Theatre.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:William_Hamilton_(painter)"" class=""extiw"" title=""w:en:William Hamilton (painter)""><span title=""English painter, illustrator (1751–1801)"">William Hamilton</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://artuk.org/discover/artworks/mary-stephens-wells-nee-davies-17621829-as-mrs-page-54985"">Art UK</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,591,944,image/jpeg,148bd778f08cb7d14a3722b1e939733fe791221d
Q17490990,Champ de bananiers,,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Renoir%20-%20Field%20of%20Banana%20Trees%20-%20Google%20Art%20Project.jpg,Pierre-Auguste Renoir,Q39931,male,,,,RF 1959 1,Musée d'Orsay,Musée d'Orsay,1881,landscape painting,,oil paint,510,630,M_222_Pierre-Auguste_Renoir_Champ_de_bananiers_1881.jpg,male_paintings\M_222_Pierre-Auguste_Renoir_Champ_de_bananiers_1881.jpg,File:Auguste Renoir - Field of Banana Trees - Google Art Project.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Pierre-Auguste_Renoir"" class=""extiw"" title=""w:en:Pierre-Auguste Renoir""><span title=""French painter and sculptor (1841–1919)"">Pierre-Auguste Renoir</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/pAHfD4iTjc-yCQ"">pAHfD4iTjc-yCQ at Google Cultural Institute</a> maximum zoom level",Public domain,2048,1610,image/jpeg,b0b1fac9cb103e5b5d778d44714208871ce47577
Q106365276,"The Professor’s Wife Elisabeth Christine Sophie Horrebow, née Manthey",,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Albrecht%20Jensen%20-%20The%20Professor%E2%80%99s%20Wife%20Elisabeth%20Christine%20Sophie%20Horrebow%2C%20n%C3%A9e%20Manthey%20-%20NM%205732%20-%20Nationalmuseum.jpg,Christian Albrecht Jensen,Q21055,male,,,,NM 5732,Nationalmuseum,Nationalmuseum,1826,portrait,,oil paint,23.5,19,M_223_Christian_Albrecht_Jensen_The_Professors_Wife_Elisabeth_Christine_Sophie_Horrebow_née_Manthey_1826.jpg,male_paintings\M_223_Christian_Albrecht_Jensen_The_Professors_Wife_Elisabeth_Christine_Sophie_Horrebow_née_Manthey_1826.jpg,"File:Christian Albrecht Jensen - The Professor’s Wife Elisabeth Christine Sophie Horrebow, née Manthey - NM 5732 - Nationalmuseum.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:Christian_Albrecht_Jensen"" class=""extiw"" title=""w:en:Christian Albrecht Jensen""><span title=""Danish portrait painter (1792-1870)"">Christian Albrecht Jensen</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""http://collection.nationalmuseum.se/eMuseumPlus?service=ExternalInterface&amp;module=collection&amp;objectId=22782&amp;viewType=detailView"">Nationalmuseum</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,812,1000,image/jpeg,47fc4e897e9d9e0da5ded970bb92d875afce2d6e
Q21725358,Portrait of Baron Alexander Stieglitz,,http://commons.wikimedia.org/wiki/Special:FilePath/Steiben%20AL.jpg,Charles de Steuben,Q69708,male,,,,ЭРЖ-2645,Hermitage Museum,Hermitage Museum,1844,portrait,,canvas,94,75,M_224_Charles_de_Steuben_Portrait_of_Baron_Alexander_Stieglitz_1844.jpg,male_paintings\M_224_Charles_de_Steuben_Portrait_of_Baron_Alexander_Stieglitz_1844.jpg,File:Steiben AL.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Charles_de_Steuben"" class=""extiw"" title=""w:en:Charles de Steuben""><span title=""French painter (1788-1856)"">Charles de Steuben</span></a></bdi>",Public domain,,,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Hermitage_Museum"" class=""extiw"" title=""w:en:Hermitage Museum""><span title=""museum in Saint Petersburg, Russia"">Hermitage Museum</span></a>
</bdi>",Public domain,1515,1920,image/jpeg,8aebe9a5317191a80b527980ba017f256c6b6ce7
Q6071513,The Pentecost,,http://commons.wikimedia.org/wiki/Special:FilePath/Pentecost%C3%A9s%20%28El%20Greco%2C%201597%29.jpg,El Greco,Q301,male,,,,P000828,Museo de la Trinidad,Nieuwe Kerk,1596,religious art,,canvas,275,127,M_226_El_Greco_The_Pentecost_1596.jpg,male_paintings\M_226_El_Greco_The_Pentecost_1596.jpg,"File:Pentecostés (El Greco, 1597).jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:El_Greco"" class=""extiw"" title=""w:en:El Greco""><span title=""Greek artist, painter, sculptor and architect, (1541–1614)"">El Greco</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external autonumber"" href=""http://www.museodelprado.es/imagen/alta_resolucion/P00828.jpg"">[2]</a>",Public domain,1381,3051,image/jpeg,53c03a748ea2373bea6766b5451925f5010689e0
Q104523658,Burg Landeck in Tirol,,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20Verhas%20-%20Burg%20Landeck%20in%20Tirol%20-%201720%20-%20Staatliche%20Kunsthalle%20Karlsruhe.jpg,Theodor Verhas,Q22828,male,,,,1720,Staatliche Kunsthalle Karlsruhe,Staatliche Kunsthalle Karlsruhe,,,,,62.5,87.7,M_227_Theodor_Verhas_Burg_Landeck_in_Tirol_undated.jpg,male_paintings\M_227_Theodor_Verhas_Burg_Landeck_in_Tirol_undated.jpg,File:Theodor Verhas - Burg Landeck in Tirol - 1720 - Staatliche Kunsthalle Karlsruhe.jpg,"<bdi><a href=""https://www.wikidata.org/wiki/Q22828"" class=""extiw"" title=""d:Q22828""><span title=""German artist and painter (1811-1872)"">Theodor Verhas</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://www.kunsthalle-karlsruhe.de/kunstwerke/Theodor-Verhas/Burg-Landeck-in-Tirol/A521C5544BDE0E253E3248B765FCD514/"">Staatliche Kunsthalle Karlsruhe</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,640,455,image/jpeg,94eca586869a5638ba5cc8638f0d01fca8a0a9ee
Q28797534,Annunciation,,http://commons.wikimedia.org/wiki/Special:FilePath/Guido%20da%20Siena%20-%20Annunciation%20-%20Google%20Art%20Project.jpg,Guido of Siena,Q15798,male,,,,y144,Princeton University Art Museum,Princeton University Art Museum,1270,religious art,,tempera,35.1,48.8,M_228_Guido_of_Siena_Annunciation_1270.jpg,male_paintings\M_228_Guido_of_Siena_Annunciation_1270.jpg,File:Guido da Siena - Annunciation - Google Art Project.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Guido_of_Siena"" class=""extiw"" title=""w:en:Guido of Siena""><span title=""Italian painter (1230-1290)"">Guido of Siena</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/uQE0uHYuKI9tdw"">uQE0uHYuKI9tdw at Google Cultural Institute</a> maximum zoom level",Public domain,2048,1465,image/jpeg,55b563d984d99c5aace628d0d6e6fe9d03f46a43
Q18602582,Dolmen near Nobbin (evening on the Baltic Sea beach),,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Gustav%20Carus%20H%C3%BCnengrab%20bei%20Nobbin.jpg,Carl Gustav Carus,Q61987,male,,,,,http://www.wikidata.org/.well-known/genid/7bbb82a02e6ebf3701d652562fe3e6ab,Glaspalast,1819,landscape painting,,oil paint,65,93,M_229_Carl_Gustav_Carus_Dolmen_near_Nobbin_evening_on_the_Baltic_Sea_beach_1819.jpg,male_paintings\M_229_Carl_Gustav_Carus_Dolmen_near_Nobbin_evening_on_the_Baltic_Sea_beach_1819.jpg,File:Carl Gustav Carus Hünengrab bei Nobbin.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Carl_Gustav_Carus"" class=""extiw"" title=""w:en:Carl Gustav Carus""><span title=""German philosopher, physician, painter (1789–1869)"">Carl Gustav Carus</span></a></bdi>",Public domain,,,"Georg Jacob Wolf mit der Glaspalast-Künstlerhilfe München (Hrsg.): <i>Verlorene Meisterwerke Deutscher Romantiker</i>, Verlag F. Bruckmann AG, München 1931",Public domain,2048,1443,image/jpeg,9ef4152fdb066c9d390a92cc86ae39f003b90bce
Q3842380,Madonna,,http://commons.wikimedia.org/wiki/Special:FilePath/Coppo%20di%20Marcovaldo.%20Madonna.%201250-60%20Santa%20Maria%20Maggiore%2C%20Florence..jpg,Coppo di Marcovaldo,Q15796,male,,,,,Chiesa di Santa Maria Maggiore,Orlandini Chapel of Santa Maria Maggiore,1300,religious art,,,250,123,M_230_Coppo_di_Marcovaldo_Madonna_1300.jpg,male_paintings\M_230_Coppo_di_Marcovaldo_Madonna_1300.jpg,"File:Coppo di Marcovaldo. Madonna. 1250-60 Santa Maria Maggiore, Florence..jpg","<bdi>Attributed to <a href=""https://en.wikipedia.org/wiki/en:Coppo_di_Marcovaldo"" class=""extiw"" title=""w:en:Coppo di Marcovaldo""><span title=""Florentine painter (1225-1276)"">Coppo di Marcovaldo</span></a></bdi>",Public domain,,,Self-scanned,Public domain,1256,2390,image/jpeg,c397eaa268800f1bca493b3d23edd8e768e6e10e
Q19869142,Mette Gauguin,,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%2C%201880%2C%20The%20Embroiderer%20%28La%20Brodeuse%29%2C%20oil%20on%20canvas%2C%20116%20x%2081%20cm%2C%20Foundation%20E.G.%20B%C3%BChrle.jpg,Paul Gauguin,Q37693,male,,,,BU 0170,Foundation E.G. Bührle Collection,Kunsthaus Zürich,1880,,,oil paint,115,80,M_231_Paul_Gauguin_Mette_Gauguin_1880.jpg,male_paintings\M_231_Paul_Gauguin_Mette_Gauguin_1880.jpg,"File:Paul Gauguin, 1880, The Embroiderer (La Brodeuse), oil on canvas, 116 x 81 cm, Foundation E.G. Bührle.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:Paul_Gauguin"" class=""extiw"" title=""w:en:Paul Gauguin""><span title=""French painter and printmaker (1848–1903)"">Paul Gauguin</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://www.buehrle.ch/en/collection/artwork/detail/the-embroiderer-mette-gauguin/"">Foundation E.G. Bührle Collection Zurich</a>",Public domain,1253,1800,image/jpeg,0a76c1622fbd8164135dbacc0da43741b8675c4a
Q20175457,Portrait of a Clergyman (Johann Dorsch?),,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Bildnis%20eines%20Geistlichen%20%28National%20Gallery%20of%20Art%29.jpg,Sandro Botticelli,Q5580,male,,,,K1702,National Gallery of Art,National Gallery of Art,1516,portrait,,oil paint,41.7,32.7,M_232_Sandro_Botticelli_Portrait_of_a_Clergyman_Johann_Dorsch_1516.jpg,male_paintings\M_232_Sandro_Botticelli_Portrait_of_a_Clergyman_Johann_Dorsch_1516.jpg,File:Albrecht Dürer - Bildnis eines Geistlichen (National Gallery of Art).jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Albrecht_D%C3%BCrer"" class=""extiw"" title=""w:en:Albrecht Dürer""><span title=""German painter, printmaker, mathematician, and theorist (1471–1528)"">Albrecht Dürer</span></a></bdi>",Public domain,,,"<p>1. <cite class=""book"" style=""font-style:normal"">The Yorck Project (2002)      <i> 10.000 Meisterwerke der Malerei</i> (DVD-ROM), distributed by <a href=""//commons.wikimedia.org/wiki/Commons:10,000_paintings_from_Directmedia"" title=""Commons:10,000 paintings from Directmedia"">DIRECTMEDIA</a> Publishing GmbH.  <small><span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/ISBN"" class=""extiw"" title=""en:ISBN""><span lang=""en"" dir=""ltr"">ISBN</span></a></span>:  <a href=""//commons.wikimedia.org/wiki/Special:BookSources/3936122202"" title=""Special:BookSources/3936122202"">3936122202</a>. </small></cite>
</p>
2. <a rel=""nofollow"" class=""external text"" href=""http://www.nga.gov/content/ngaweb/Collection/art-object-page.41600.html"">National Gallery of Art, Washington, D.C.</a>",Public domain,2048,2645,image/jpeg,e921601333c0712087a4accc22b964b6e38cc3cf
Q474338,Lady with an Ermine,,http://commons.wikimedia.org/wiki/Special:FilePath/Lady%20with%20an%20Ermine%20-%20Leonardo%20da%20Vinci%20-%20Google%20Art%20Project.jpg,Leonardo da Vinci,Q762,male,,,,MNK XII-209,Czartoryski Museum,Czartoryski Museum,1490,portrait,,panel,54,39,M_233_Leonardo_da_Vinci_Lady_with_an_Ermine_1490.jpg,male_paintings\M_233_Leonardo_da_Vinci_Lady_with_an_Ermine_1490.jpg,File:Lady with an Ermine - Leonardo da Vinci - Google Art Project.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Leonardo_da_Vinci"" class=""extiw"" title=""w:en:Leonardo da Vinci""><span title=""Italian Renaissance polymath (1452−1519)"">Leonardo da Vinci</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""https://artsandculture.google.com/asset/lady-with-an-ermine/HwHUpggDy_HxNQ?hl=fr"">https://artsandculture.google.com/asset/lady-with-an-ermine/HwHUpggDy_HxNQ?hl=fr</a>",Public domain,2048,2754,image/jpeg,bad2a6fa707a2cb41d0089b75d76fe4093d061a0
Q112126073,The Worship of the Three Magi,,http://commons.wikimedia.org/wiki/Special:FilePath/Aba-Nov%C3%A1k%20The%20Worship%20of%20the%20Three%20Magi%201921.jpg,Vilmos Aba-Novák,Q18165,male,,,,,http://www.wikidata.org/.well-known/genid/106c2f126c595eaec2d89a09d161704a,,1921,,,cardboard,34,43,M_234_Vilmos_Aba-Novák_The_Worship_of_the_Three_Magi_1921.jpg,male_paintings\M_234_Vilmos_Aba-Novák_The_Worship_of_the_Three_Magi_1921.jpg,File:Aba-Novák The Worship of the Three Magi 1921.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Vilmos_Aba-Nov%C3%A1k"" class=""extiw"" title=""w:en:Vilmos Aba-Novák""><span title=""Hungarian artist (1894–1941)"">Vilmos Aba-Novák</span></a></bdi>",Public domain,,,"<p><a rel=""nofollow"" class=""external text"" href=""http://axioart.com/"">axioart.com</a>
<a rel=""nofollow"" class=""external text"" href=""http://axioart.com/index.php?set_lang=en&amp;op=live_item&amp;id=545349"">Info</a>
</p>
<a rel=""nofollow"" class=""external text"" href=""http://axioart.com/images/live_images/original/2650/30.jpg"">Pic</a>",Public domain,790,615,image/jpeg,7fe91a414fe880b012fefc428fa39b9e60799df9
Q120015430,Icon with the Old Testament Trinity (The Hospitality of Abraham),,http://commons.wikimedia.org/wiki/Special:FilePath/Andrei%20Rublev%20%28c.1360-1430%29%20%28copy%20after%29%20-%20Icon%20with%20the%20Old%20Testament%20Trinity%20%28The%20Hospitality%20of%20Abraham%29%20-%20338%20-%20Ysbyty%20Gwynedd.jpg,Andrei Rublev,Q838,male,,,,338,Ysbyty Gwynedd,Ysbyty Gwynedd,,,,,46,33,M_235_Andrei_Rublev_Icon_with_the_Old_Testament_Trinity_The_Hospitality_of_Abraham_undated.jpg,male_paintings\M_235_Andrei_Rublev_Icon_with_the_Old_Testament_Trinity_The_Hospitality_of_Abraham_undated.jpg,File:Andrei Rublev (c.1360-1430) (copy after) - Icon with the Old Testament Trinity (The Hospitality of Abraham) - 338 - Ysbyty Gwynedd.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Andrei_Rublev"" class=""extiw"" title=""w:en:Andrei Rublev""><span title=""medieval Russian artist (1360s-1428)"">Andrei Rublev</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://artuk.org/discover/artworks/icon-with-the-old-testament-trinity-the-hospitality-of-abraham-178091"">Art UK</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,647,944,image/jpeg,4816508bee4f0630946280b4c70a6e5440cbea8c
Q16574861,Madonna with child,,http://commons.wikimedia.org/wiki/Special:FilePath/Cimabue%20madonna%20castefliorentino.jpg,Cimabue,Q15790,male,,,,,Museum of Santa Verdiana,Museum of Santa Verdiana,1283,religious art,,panel,69,51,M_236_Cimabue_Madonna_with_child_1283.jpg,male_paintings\M_236_Cimabue_Madonna_with_child_1283.jpg,File:Cimabue madonna castefliorentino.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Cimabue"" class=""extiw"" title=""w:en:Cimabue""><span title=""Italian artist (1240–1302)"">Cimabue</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""http://www.wga.hu/cgi-bin/highlight.cgi?file=html/d/duccio/23castel.html&amp;find=castelfiorentino"">http://www.wga.hu/cgi-bin/highlight.cgi?file=html/d/duccio/23castel.html&amp;find=castelfiorentino</a>",Public domain,471,665,image/jpeg,406eab6628ff89075643ff194d7cbf02c8a2ed7a
